Date,Action,Ticker,Quantity,Price,Cash
2020-01-22,BUY,NG=F,527704,1.8949999809265137,0.9300651550292969
2020-02-29,SELL,NG=F,527704,1.684000015258789,888654.474117279
2020-03-20,BUY,NG=F,537275,1.6540000438690186,1.6005475521087646
2020-06-26,SELL,NG=F,537275,1.4819999933242798,796243.1469608545
2020-06-26,BUY,NG=F,537276,1.4819999933242798,0.11854755878448486
